participant_id,age,gender,occupation,daily_usage_hours,night_usage_hours,app_switch_frequency,notification_check_frequency,short_video_consumption_rate,average_session_duration,dopamine_trigger_score,emotional_dependency_score,social_validation_dependency,impulsive_usage_score,emotional_instability_score,cognitive_fatigue_score,loneliness_indicator_score,anxiety_level,attention_fragmentation_index,concentration_score,multitasking_dependency,content_switching_rate,attention_span_estimate,sleep_hours,sleep_disruption_score,fatigue_after_usage,morning_tiredness_score,preferred_content_type,negativity_exposure_score,overstimulation_index,rage_content_exposure,emotional_trigger_sensitivity,behavioral_text,sentiment_score,toxicity_score,emotional_tone,addiction_risk_level,behavioral_risk_score,algorithmic_influence_score,digital_behavioral_risk_index
P0738,30,Female,College Student,11.7,10.6,18,124,8.5,21.7,8.8,10.2,4.1,3.5,3.3,6.7,9.5,6.4,8.1,2.8,7.3,3.9,1.6,3.2,7.8,8.4,7.4,Reels,4.4,8.7,4.3,8.7,I cannot stop scrolling reels late at night.,-0.46,0.96,Anxious,High,87.2,9.3,85
P0739,19,Other,Creator,5.8,4.2,13,45,3,95.6,5.7,6.8,6,8.7,3.8,7.6,2.8,1.1,6.7,3.3,8,1.7,4,6.1,5.4,3.9,5.3,Educational,2,6.5,4.6,4.6,I sometimes get distracted while studying.,-0.8,0.84,Neutral,Moderate,62.2,5.3,59.7
P0740,23,Female,Employee,10.6,1.9,56,28,1.2,100.7,8.1,8.7,2.7,6.6,6.4,2.2,5.3,5.8,8.3,1.9,9.1,9.4,1.1,3.7,8.7,4.2,1.3,Educational,6.5,8.3,6.3,3.3,I cannot stop scrolling reels late at night.,-0.36,0.88,Stressed,High,84.2,7,75.1
P0741,34,Female,Student,2.5,0.1,24,145,8.4,6.7,1.1,2.5,3.1,7.6,1.1,6.6,8,6.5,2.4,7,4.9,4.8,8,7.8,1.7,3.5,8.7,News,4.9,2.4,9.4,3.4,I rarely spend too much time online.,-0.73,0.62,Neutral,Low,20.2,3.6,34.8
P0742,31,Female,Creator,4.8,3.1,20,23,6.3,95.4,4.8,5,7.3,4.8,5.5,5.2,1.9,5.8,6.9,2.8,5.6,4,2.7,6.6,5.1,8.4,2.9,Lifestyle,1.5,6.4,4.9,4.2,I sometimes get distracted while studying.,0.51,0.13,Neutral,Moderate,56.4,5.7,58.8
P0743,25,Male,College Student,9,7.3,44,85,8.1,82.1,8.3,9.2,2.1,4.3,6.6,5.6,8.8,7.1,9.8,1,1.8,5.6,0.5,4.5,9.7,4.6,1.9,Reels,1.8,10,3.8,7.4,I cannot stop scrolling reels late at night.,0.08,0.5,Restless,High,94,8.8,89.6
P0744,24,Other,Employee,10.8,9.3,39,31,4.3,74.7,9.8,10.7,1.7,4.3,9.2,3.1,5.7,1.7,7.4,2.8,9.6,1.3,2.2,3.6,9.3,8.9,5.1,Reels,2.7,8.7,5.7,6,I cannot stop scrolling reels late at night.,0.55,0.71,Anxious,High,91.8,8.1,76.1
P0745,19,Other,Creator,9.4,2.6,12,78,9.1,86.6,9.7,10.9,4.4,8.7,1.1,8.3,2.7,2.2,9.3,1.5,1.7,1.7,-0.2,4.3,7.6,8.1,6.6,Memes,3.6,10.5,2.7,4.4,I feel anxious without checking my notifications.,-0.85,0.37,Restless,High,96,9.4,87.8
P0746,19,Female,College Student,2.5,1.3,6,96,7,41.5,2.6,4.1,2.8,8.9,1.3,8.4,9.4,9,1.3,8.6,7.4,7.7,8.2,7.8,2.6,5,6.9,Lifestyle,4.3,2.9,8,6.5,I mainly use YouTube for learning.,0.65,0.72,Neutral,Low,27,3.4,46.3
P0747,17,Male,Creator,5.4,2.2,52,65,2.5,86.8,4.7,5.4,3,8.6,7.7,7.9,3.3,3.8,6.4,4.4,4.6,2.2,3.9,6.3,6,6,5.7,Gaming,3.4,5.8,5.1,4.1,I sometimes get distracted while studying.,-0.99,0.23,Neutral,Moderate,56.6,4.8,60
P0748,34,Male,Employee,7.2,5.6,8,128,2.8,102,5.7,6.4,8.5,3.1,4.8,4.9,1.1,5.7,5.6,3.9,1.8,6.9,3.4,5.4,6.7,8.7,4,Gaming,7.9,5.9,1.9,4.7,I use social media for entertainment daily.,-0.59,0.48,Excited,Moderate,60.6,5.3,61.3
P0749,22,Female,Employee,10.2,2.5,25,78,6,102.2,9.5,10.2,2.5,9.9,4.7,2.1,3.3,4,8.2,2.3,2.8,2,2.4,3.9,8.1,2.7,4.2,Gaming,6.8,9.1,6.1,5.6,I feel mentally tired after social media usage.,-0.51,0.17,Stressed,High,90.2,8.5,76.8
P0750,33,Female,Creator,2.8,0.6,22,96,5.3,39.9,1.4,2.1,4.2,6.1,4.6,3.2,5.7,6.9,2.2,8.4,4.6,9.4,7.1,7.6,2.5,6.6,8.3,Lifestyle,7.1,2.7,5.4,9.7,I can control my screen usage effectively.,-0.47,0.06,Calm,Low,21.8,2.9,31.5
P0751,29,Male,Freelancer,6.3,0.4,28,87,5.9,98.5,6.6,8.4,5.2,10,6.2,6.2,2,8.2,6.7,3.7,7.4,6.5,3.4,5.8,7,7.8,1.9,Gaming,9.5,7.6,9.1,5,I occasionally lose track of time online.,0.44,0.5,Excited,Moderate,72.6,6.4,76.1
P0752,24,Female,Creator,1.2,0.1,6,83,2.4,101.8,2.7,3.5,9.8,7.8,5.5,8.1,5.7,9.7,1.3,8.7,8.2,3.3,9.1,8.4,1.3,7,9.3,Memes,9.3,2.1,1.9,3.5,I can control my screen usage effectively.,0.4,0.72,Neutral,Low,21.8,1.9,43
P0753,35,Female,Freelancer,2.8,0.1,15,45,8.3,67.3,2.3,2.7,2.8,3.7,6.7,1.4,6.8,7,2.2,8.1,6.4,9.2,7,7.6,2.2,3.3,1.7,Memes,1,2.5,9.4,3.7,I rarely spend too much time online.,0.85,0.52,Calm,Low,23.8,3.9,30.5
P0754,30,Male,College Student,2.1,1.1,44,141,2.2,115.6,2.6,3.4,3.9,3.7,8.8,4.2,8.5,4.9,1.6,8,4.6,8.7,7.6,8,1.8,2.1,2.7,Shorts,8.3,2.7,4,1.4,I rarely spend too much time online.,-0.44,0.7,Neutral,Low,24.2,2.1,31.8
P0755,33,Other,Creator,11.6,5.2,45,70,1.1,33.3,9.2,9.5,9.8,2.7,7.5,1.4,4.4,3,7.3,2.7,7.1,1.9,3.1,3.2,7.3,2.4,5.2,Gaming,6,9,8.9,7.9,I constantly switch between apps during study time.,-0.08,0.23,Stressed,High,84.6,7.3,70
P0756,16,Female,Employee,8.1,6.2,59,30,10,5.4,9.3,10.3,9.1,1.9,4.5,9.2,7.7,8.8,9.2,1.3,2.9,5.4,0.7,5,7.8,2,5,Shorts,3.2,9.7,1.7,3.7,I feel mentally tired after social media usage.,-0.27,0.38,Anxious,High,92.6,9.2,96.4
P0757,35,Other,Freelancer,7.8,3.9,8,28,9.9,21.7,5.2,5.3,9.6,9,7.4,6.4,8.8,8.9,5.5,3.9,6.2,5.3,3.7,5.1,5.2,8,9.6,Educational,5.3,5.8,6.5,1.8,I use social media for entertainment daily.,0.4,0.39,Excited,Moderate,54,7.1,63.4
P0758,21,Other,Freelancer,3.1,0.5,44,118,5.2,72.5,2.5,2.6,8.5,6.4,1.4,7.4,6.6,5.1,2.3,6.8,6,3.2,7.5,7.5,2.7,1.9,2.1,Reels,4.7,2.7,3,4.7,I mainly use YouTube for learning.,0.49,0.23,Neutral,Low,25.6,3.3,38
P0759,27,Female,Freelancer,4,0.4,27,59,1.8,55.3,4.2,4.6,8.3,2.4,9,8.5,4.7,7.5,4.2,5.9,6,2,6.7,7,6.9,7.1,4.4,Memes,5.5,5,5.2,1.3,I sometimes get distracted while studying.,-0.56,0.93,Excited,Moderate,49.8,3.5,61.3
P0760,20,Female,Student,6.4,2.4,12,111,1.8,84.3,4.2,4.4,2.1,3.6,8,9.1,1.2,1.7,4.6,5.8,3.8,3.4,5.6,5.8,5.5,6.7,9.1,Memes,2.2,4.9,9.9,3.8,I occasionally lose track of time online.,-0.08,0.91,Excited,Moderate,47.2,4.2,51.6
P0761,31,Male,Student,10.7,4.3,42,59,6.1,41.9,9.5,10.4,5,9.9,4.6,1.4,3.6,2.3,9.2,0.3,4.6,8.7,1,3.7,9.1,1.4,8.8,Reels,7.9,10.1,1.7,8.8,I cannot stop scrolling reels late at night.,0.07,0.22,Anxious,High,96.6,8.9,78
P0762,20,Female,Freelancer,5.1,2.1,51,79,1.4,115.1,6.1,7.5,3.9,3.7,3.9,4.4,8.9,2.5,5.9,3.3,2.9,3.2,4.9,6.5,4.6,4.4,5.3,Shorts,6.6,6.2,5.2,3.8,I use social media for entertainment daily.,0.79,0.36,Neutral,Moderate,60.6,4.6,55.8
P0763,24,Other,College Student,7.5,4.9,54,105,7.5,76.5,4.1,5,4.5,3.8,7.6,8.5,6.9,6.7,6.5,4.3,3.2,2.2,4.4,5.2,4.2,5.7,9.6,Shorts,5.4,6.1,6.9,6.3,I use social media for entertainment daily.,0.86,0.95,Excited,Moderate,51.8,6.4,61.7
P0764,24,Female,Employee,7.2,4.9,15,112,7.7,81.1,4.5,5.6,6.7,3.7,9.6,5.4,3.6,6.7,6.3,3.8,3.9,1.2,3.8,5.4,5.7,8.7,7.3,Shorts,4.7,6,8.9,9.5,I use social media for entertainment daily.,-0.71,0.32,Excited,Moderate,56.2,6.4,60.3
P0765,26,Other,Creator,3.9,0.9,5,85,5,22,1.5,3.4,7,7.6,7.8,5.7,8.1,7,2.6,8.2,5.1,8.4,6.5,7,1.2,9.4,8.9,News,9.5,2.7,6.8,3,I mainly use YouTube for learning.,0.54,0.33,Neutral,Low,22.8,3.2,36.1
P0766,28,Male,Creator,2.9,2,27,44,1.8,87.5,1,1.5,3.8,7.6,2.7,4.4,8.1,8.3,2.5,6.8,2.2,9.5,8.5,7.5,1.9,3.7,7.8,Memes,8.9,1.8,8.8,7.8,I mainly use YouTube for learning.,0.71,0.91,Neutral,Low,17.4,2,32.1
P0767,27,Male,Creator,11.5,10.5,37,109,3.1,18.9,8.5,9.6,9.2,3,5.7,8,3.9,3,9.3,0.5,3,2.2,1.1,3.2,7.9,4.8,2.7,Reels,9.2,9.3,8,8.1,I cannot stop scrolling reels late at night.,0.95,0.16,Stressed,High,89.2,8.1,83.4
P0768,20,Other,College Student,9.2,4.2,47,27,3.4,20.3,8.9,10.2,2.1,9.1,1.8,6.5,6.9,3.2,8.3,0.9,6.9,5,1.2,4.4,9.4,7.5,8.1,Memes,7.9,9.4,8.8,5.9,I spend hours watching shorts without realizing time.,0.66,0.21,Anxious,High,92.4,7.5,83.8
P0769,17,Other,Student,1.1,0.1,50,49,8.2,74.6,2.3,3,6.9,5.6,9.9,8.5,2,7.1,1.9,8.4,2.4,5.4,8.5,8.4,1.6,9.6,2.1,Gaming,9.2,2.8,3.6,6.3,I use social media casually.,0.36,0.54,Neutral,Low,23.2,3.4,40.8
P0770,19,Other,Student,9.1,4.2,30,92,8.1,28.3,8.6,8.8,9.8,3.5,3.1,9.5,4.8,4,7.6,3.3,7.2,3.8,2.9,4.5,9.5,3.2,5.3,Gaming,7.7,8.7,4.4,1.4,I cannot stop scrolling reels late at night.,0.85,0.93,Restless,High,86.4,8.3,85.1
P0771,25,Other,College Student,8.1,3.8,33,75,2.5,64.7,10,11.6,8.6,3.9,6.3,7.4,2.2,9.4,8.9,0.6,4.2,9.2,1.8,5,8,5.5,6.1,Reels,4.6,10.4,5.9,1.8,I feel mentally tired after social media usage.,0.42,0.11,Anxious,High,97.8,7.4,98.6
P0772,24,Other,Creator,1.8,1.4,20,146,4.9,78,2.2,3.8,9.4,9.5,7.6,4.9,8.3,3.3,2.8,7.3,6.7,7.6,7.2,8.1,2.8,5.2,1.9,Gaming,8,2.6,7.3,2.6,I can control my screen usage effectively.,0.29,0.02,Neutral,Low,28.4,2.9,33.6
P0773,28,Other,College Student,4.7,0.2,33,58,4.1,70.9,4.5,5.8,6.8,8,3.8,6.1,1,3,5.7,4.3,9.5,9.9,3.4,6.7,4.9,3.8,3.8,Educational,2.1,5.9,9.6,3.9,I occasionally lose track of time online.,0.86,0.67,Excited,Moderate,53.6,4.8,53.8
P0774,33,Female,College Student,3.1,2.2,35,122,1.8,60.7,1.8,3.5,7.9,1.8,6.8,2.9,4.5,3.4,1.6,8.8,9.7,7.5,8.2,7.5,3,8.7,8.8,Educational,6.3,2.5,9.7,2.9,I rarely spend too much time online.,0.26,0.43,Neutral,Low,24.8,2.1,28
P0775,26,Female,Freelancer,6.9,3.5,36,50,4.4,95.5,4.6,5.1,1.2,6.1,8,5.9,3.1,7.2,6.7,2.5,4.3,4.7,2.5,5.5,5.5,1.7,1.5,Memes,4.4,6,3.3,2.9,I occasionally lose track of time online.,0.49,0.61,Excited,Moderate,55.8,5.7,61.5
P0776,18,Other,Student,7.7,4.5,14,12,5.2,92.1,4.8,5.6,2.1,6.5,9.8,1,2.6,3,4.4,6.3,4.4,1.4,5.3,5.2,7,2.7,4.8,Reels,7.4,5,1.8,5,I spend a moderate amount of time on social media.,0.89,1,Excited,Moderate,53.6,5.5,46.2
P0777,25,Female,Student,9.9,6.9,55,93,6.9,14.8,8.1,8.7,6,7.1,6.1,8,7.2,7.3,7.7,2.2,4,2.1,2.4,4,8.5,4.4,5.8,Lifestyle,5.6,8.4,9.7,4,I feel mentally tired after social media usage.,0.06,0.7,Anxious,High,82.8,8.2,85
P0778,35,Other,Creator,4.1,0.3,42,102,4.7,22.5,5.2,5.6,4.9,1.8,9.3,6.9,4.7,8,4.2,5.9,2,4,5,7,4.9,6.1,2.5,Gaming,9.8,5.5,6.8,4.1,I spend a moderate amount of time on social media.,0.46,0.26,Excited,Moderate,50.8,4.5,60.4
P0779,33,Female,Employee,11.4,3.8,24,40,7.8,32.2,10,11.4,2.8,6.8,4.2,9.3,3.2,6.5,7.1,3.6,9.2,9.5,2.4,3.3,7.2,1.1,5.8,News,5.8,8.7,8.9,8.6,I feel mentally tired after social media usage.,0.27,0.68,Anxious,High,88.8,9.1,90.3
P0780,21,Female,College Student,11.3,1,40,66,6,32.5,8.6,9,3.9,6.8,2.5,6.2,3.2,2,7,3.1,9.5,3.8,3.3,3.3,8.9,6.4,1.2,News,5.1,8.3,8.9,9.2,I constantly switch between apps during study time.,0.36,0.08,Restless,High,83.6,8.2,75
P0781,19,Other,Creator,4.3,1.3,14,23,9.2,42.6,4.5,5.7,8.9,7.6,2,8,4.3,7.1,6.4,4.4,5,8.7,4.2,6.8,4.8,4,9.2,Memes,7.6,5.6,4.2,7.7,I sometimes get distracted while studying.,0.79,0.1,Excited,Moderate,54,6.1,63.2
P0782,20,Female,Freelancer,10.2,5.9,34,124,4.4,74.1,8.1,8.4,9.5,8,2.3,7.2,1.2,7.1,8.5,1.4,2.8,4.1,2.5,3.9,9.6,7.8,9.4,News,6.8,8.8,1.1,3.5,I feel mentally tired after social media usage.,-0.92,0.6,Stressed,High,86.8,7.8,86.6
P0783,30,Female,College Student,5,2.8,59,126,6,85.8,4.8,6.6,6.5,2,6.5,9.4,1.2,1.8,4.6,5.2,9.9,3.3,4.6,6.5,4.4,4.5,4.2,News,7.4,5.4,1.7,7.1,I occasionally lose track of time online.,0.59,0.74,Excited,Moderate,51.6,5.1,55.5
P0784,33,Male,Student,1.9,0.9,38,88,2.9,85.5,2.1,4,7.8,3.2,3.4,5.9,7.2,7.3,2.3,8.2,7.2,2.8,8.6,8.1,2.6,8.2,5,Educational,5.9,3.1,8.6,7.2,I rarely spend too much time online.,-0.18,0.83,Neutral,Low,28.2,2.3,41
P0785,26,Male,Freelancer,7,6.4,11,61,6,100.5,5.4,7.4,4.9,6,7.6,1.4,1.6,6.2,5.4,3.9,7.4,8.9,4.1,5.5,4.2,1.3,7.6,News,1.3,5.5,8.4,9.3,I occasionally lose track of time online.,-0.45,0.57,Excited,Moderate,55.8,5.9,53.2
P0786,32,Other,Employee,7,6.5,6,32,8.5,63.9,6.8,8.1,6.4,6.7,9,9.7,9.9,9.2,5.7,5,2.8,5.1,4.9,5.5,5.9,9.9,7.3,Gaming,1.9,6.8,2,9.7,I spend a moderate amount of time on social media.,0.94,0.22,Neutral,Moderate,66.6,7,78.3
P0787,30,Male,College Student,4.7,1,13,127,5.4,77.8,4.7,4.8,6.9,1.3,9,3.7,5.3,7,4.1,6,9.9,9.8,5.1,6.7,5.1,4.5,6.5,Lifestyle,1.9,4.5,7.3,5.1,I spend a moderate amount of time on social media.,-0.31,0.28,Neutral,Moderate,46.4,4.7,50.8
P0788,25,Other,Freelancer,6.9,1.1,46,11,3.4,94,6.8,8.5,10,1.8,2.4,4.2,3.4,4,4.1,5.2,9.6,7.1,6.1,5.5,4.9,1.1,9.9,Reels,8.2,6.2,3.3,5.2,I spend a moderate amount of time on social media.,-0.5,0.76,Neutral,Moderate,61,5.3,58
P0789,31,Male,Student,7.1,4,48,119,6.5,80.3,5.9,7.7,5.7,2.7,6.2,2.2,9.3,7.8,5,5,2.4,5.2,4.2,5.5,6.6,2.2,9.3,Gaming,7,5.7,2,5.7,I sometimes get distracted while studying.,-0.32,0.5,Excited,Moderate,61.8,6.1,61.3
P0790,35,Female,College Student,9.2,8.1,10,20,9,111,9.8,10.1,7.3,5.8,9.3,8.5,5.3,7,7.5,2.7,5.1,3.9,3.4,4.4,8.6,4.6,1.3,News,3.1,8.7,2.8,3,I constantly switch between apps during study time.,0.89,0.76,Restless,High,89.4,8.9,90.3
P0791,22,Male,Student,6.4,0.7,10,71,9.7,93,4.5,6.4,9.7,4.3,9.5,9.3,10,7.5,4.3,5.2,2,8,5.3,5.8,4.6,9.2,9.2,Reels,2.4,5.1,4.9,6.8,I spend a moderate amount of time on social media.,0.64,0.84,Excited,Moderate,49.8,6.2,62.6
P0792,32,Male,Creator,11.8,1.3,31,51,5.8,119.4,8.5,9.1,5.5,3.8,4.6,3.8,5.2,3.6,7.9,2.1,7.5,8.6,2.9,3.1,8.5,7.4,2.7,News,9.4,8.4,5.1,4.6,I feel mentally tired after social media usage.,0.12,0.32,Anxious,High,84.8,8.5,74.7
P0793,28,Female,Freelancer,7,1.5,19,103,9.4,113.7,6.9,7.1,6.1,9.8,7.8,2.4,8.6,3.3,4.9,4.4,3.4,9.1,5,5.5,6.6,9.1,1.1,Reels,6.3,6.7,8.7,7.8,I use social media for entertainment daily.,-0.84,0.87,Excited,Moderate,64.4,7,56.8
P0794,33,Male,College Student,7.3,4.4,51,48,7,19.5,4.8,5.8,9.3,7.6,6.2,4.4,5.6,6.9,6.4,3.8,1.5,7,3.5,5.3,4.6,1.4,8.6,News,2.6,5.6,1.3,6.6,I use social media for entertainment daily.,-0.39,0.25,Excited,Moderate,54.4,6.4,57.7
P0795,24,Female,Freelancer,5.7,3.4,59,134,3.8,43.8,5.3,6.5,3.3,7.6,9.2,1.9,5.8,5.2,4.1,6.6,2,5.9,5,6.2,5.9,6.6,9.1,Reels,8.7,4.9,9.9,6.1,I occasionally lose track of time online.,-0.53,0.23,Excited,Moderate,53.4,4.7,50.7
P0796,30,Female,Employee,2.8,1.5,34,117,9.5,104.8,2.1,4,7.2,8.1,3.5,8.1,3.7,7.5,1.6,7.5,7.8,5.3,9.1,7.6,1.6,2.6,6.6,Reels,3.7,2.2,3.8,10,I mainly use YouTube for learning.,0.27,0.73,Calm,Low,23,4,40.7
P0797,20,Female,Employee,8.6,5.7,23,142,1.5,34.9,9.7,11.5,3.6,4.6,9.7,9.7,9.9,9.1,8.3,1.7,8.1,1.2,2,4.7,9.3,4.1,7,Lifestyle,9.4,9.5,5.2,6.1,I constantly switch between apps during study time.,-0.87,0.69,Restless,High,96.6,7,100.6
P0798,33,Female,Student,4.2,0.3,38,47,10,47.6,6.7,7.7,2.5,9.7,2.8,1.3,4.2,6.2,5.7,4.1,3.1,6.6,5,6.9,6.1,6.6,2.8,Lifestyle,1.5,6.6,8.9,4.4,I sometimes get distracted while studying.,-0.67,0.41,Excited,Moderate,65.6,6.6,60.4
P0799,35,Female,Employee,10,9.6,45,59,8,49.6,8.4,9.7,9.2,5.8,1.5,9.3,4.1,8.5,9.9,-0.5,1.4,2.3,1,4,8,3.9,8.5,News,6.9,9.9,4,7.7,I feel mentally tired after social media usage.,-0.25,0.88,Anxious,High,91.8,9.1,95.6
P0800,33,Other,Freelancer,8.6,4.2,35,122,1.3,60.3,9.8,9.8,7.3,3.2,8.2,2.3,2,7.1,7.6,1.9,9.2,3.6,1.9,4.7,7.2,1.2,9.6,Memes,6.6,9,3.3,8.1,I spend hours watching shorts without realizing time.,0.54,0.23,Restless,High,86.8,6.8,79.2
P0801,34,Male,Freelancer,8.2,6.1,46,45,7.6,29.5,8.7,9.1,8,1.1,8.8,2.9,9.9,7.4,7.5,2.7,7.6,3.9,2.8,4.9,7.3,6.3,9.6,Lifestyle,2.4,8.5,3.2,6.4,I spend hours watching shorts without realizing time.,0.22,0.39,Restless,High,82.2,8,77.1
P0802,24,Female,Creator,11.7,5,26,13,7.8,33,9.3,11.2,8.3,1.9,5.5,5.3,3.3,1.5,7.9,2.4,3,4.9,2.2,3.2,7.4,8.1,8.3,Reels,7.4,8.7,2.6,5,I feel mentally tired after social media usage.,-0.83,0.89,Stressed,High,89,9.2,76.9
P0803,24,Male,Student,4.7,3,17,27,7.1,36.4,5.8,6.9,9.1,6.6,7.9,2.6,2.6,1.6,6.2,4.4,9,6,4.5,6.7,5.7,6.1,7.3,Gaming,9.1,6.3,2.4,5.8,I use social media for entertainment daily.,-0.57,0.47,Neutral,Moderate,61.8,6,52.7
P0804,17,Male,Employee,9,5.1,16,97,1,21,9.2,11,7,4.2,6.2,4.2,3,9.7,8.1,0.9,1.3,4.2,1.4,4.5,9.1,2.9,7.3,Memes,3.7,9.4,6.2,3.8,I cannot stop scrolling reels late at night.,0.16,0.55,Stressed,High,93.6,6.8,91.1
P0805,33,Female,Student,10.7,6.6,19,75,2.1,51.5,8.9,9.6,8.1,3.8,9,7.7,2.4,6.8,7.4,2.5,5.5,5.4,1.8,3.7,7.6,6.8,9.8,Memes,5.1,8.9,8.5,1.5,I constantly switch between apps during study time.,-0.45,0.92,Anxious,High,84.8,7.3,85.3
P0806,33,Other,Freelancer,10.8,8.5,21,51,7.2,7.2,9.2,10.4,6.4,4.2,3.1,9.1,1.6,4.4,9,0.9,2.5,1.6,0.8,3.6,9.4,5.4,6.7,Shorts,1.1,9.7,8.7,9.1,I feel anxious without checking my notifications.,-0.97,0.52,Restless,High,95.4,9.1,91.8
P0807,23,Male,Student,11.3,3.4,40,107,2.7,77.4,9.5,10,9.8,5.2,1.8,7.9,6.4,1.8,7.7,3,8.4,2.7,3.1,3.3,8.4,5.2,8.1,Reels,8,8.9,8.8,3.2,I feel anxious without checking my notifications.,-0.56,0,Stressed,High,89,7.8,81.3
P0808,20,Male,Freelancer,2,0.3,52,141,5.1,115.1,2.3,4.2,9.4,5.7,4,1.5,1.6,9.9,2.3,7.4,9.3,2.6,8.4,8,1.8,2.6,4.3,Educational,3.7,2.4,2.4,8.8,I use social media casually.,0.87,0.9,Calm,Low,26,2.9,36.6
P0809,16,Other,Employee,6.9,5.7,24,69,2.4,36.5,6.3,7.3,9.3,1.4,4.6,9.7,4.6,6.7,6.8,3.7,5.2,4.6,3.9,5.5,6.9,9.2,1.9,Gaming,9.2,7,3.2,5.2,I spend a moderate amount of time on social media.,0.41,0.03,Excited,Moderate,68.6,5.6,76.1
P0810,27,Male,Freelancer,10.3,2.5,10,37,3.3,89.3,8.8,9.6,9.2,6.7,6.7,3.6,7.4,9.6,7.6,2.6,10,8.7,1.6,3.8,8.7,1.3,7.7,Memes,6.8,8.6,5.4,5.5,I feel mentally tired after social media usage.,-0.56,0.2,Stressed,High,86.6,7.5,84.8
P0811,19,Female,Student,10.1,0.4,36,122,1.4,91.3,9.1,9.9,2,6.4,9.7,2.4,3.8,9,7.8,1.6,4.9,8.1,2.5,4,7.3,8.7,5.3,Reels,2.6,8.8,7.1,4.6,I constantly switch between apps during study time.,0.9,0.19,Stressed,High,85.8,7.1,81.5
P0812,32,Male,Student,2.4,1.1,5,20,9.6,115.5,1.6,2.2,3.6,3.7,9.3,2.1,2.5,8.7,2.7,8.2,1.3,7.8,6.7,7.8,2.7,4.8,1.5,News,5.5,2.8,4.8,9.2,I rarely spend too much time online.,-0.99,0.75,Neutral,Low,24,4.1,34.2
P0813,34,Male,Employee,10.8,2.5,32,146,5.7,71.1,9.2,10.3,5.1,4.1,7.4,1.3,5.7,3,7.6,2,5.9,7.1,2.5,3.6,8.6,5.6,1.9,Memes,4.8,8.7,7,4.5,I feel mentally tired after social media usage.,-0.97,0.79,Restless,High,88.8,8.3,73.1
P0814,29,Male,Employee,2.1,1.4,19,57,1.4,16.6,1.6,2.7,8,5.6,5.6,1.2,9.7,6.9,2.9,6.6,8.9,6.1,7,8,1.5,3.3,8.1,Educational,8.1,2.7,8.5,7.6,I use social media casually.,-0.74,0.36,Neutral,Low,22.8,2,29.2
P0815,30,Other,Freelancer,1.2,1.2,45,12,3.8,100,1.3,2.1,3.3,1.9,7.3,9.7,10,3,1.3,7.8,1.3,4,8.7,8.4,1.9,5.4,1,Memes,8.4,2.2,9.6,9.5,I mainly use YouTube for learning.,0.82,0.38,Neutral,Low,17.6,1.9,32.2
P0816,25,Female,Creator,5.2,4.4,47,89,3.8,17.5,7,8.8,4.2,2.7,9.9,6.8,5.3,2.1,6.8,3.6,7.9,9.8,2.3,6.4,5.9,4.9,8.6,Shorts,5.6,7.4,8.8,1.5,I use social media for entertainment daily.,0.98,0.57,Neutral,Moderate,71.8,5.7,67.2
P0817,29,Female,Employee,6.1,3,21,81,5.5,115.8,4.5,6.4,7.2,3,1.9,4.7,4.8,6.3,6.6,2.8,9.2,7.5,3.4,6,5.1,2.3,7.7,Reels,2.4,6.1,4.7,9.4,I occasionally lose track of time online.,0.26,0.78,Neutral,Moderate,57.4,5.7,59.6
P0818,28,Female,Creator,7.1,6.8,57,133,5.8,102.6,4,5.1,5.4,5.4,8.6,8.2,1.7,8.7,6.7,3.5,5.2,1.7,4.1,5.5,6.8,1.3,7.1,Reels,5.5,6,3.2,4.8,I spend a moderate amount of time on social media.,-0.43,0.5,Neutral,Moderate,57.2,5.9,68.2
P0819,27,Female,Student,2.7,2.1,29,57,3.6,100,1.9,2.9,7,2.2,6,7.3,2.4,4.1,2.1,8.2,7,6.1,8.4,7.7,2.1,6.8,3.6,Reels,1.4,2.3,9.7,5.6,I mainly use YouTube for learning.,-0.07,0.27,Calm,Low,22.6,2.6,34.1
P0820,16,Other,Student,5.8,1.3,51,50,1.5,43.2,4.6,4.8,1.4,9.9,5.8,6.9,7,7.9,4.9,5.3,5.4,1.3,5.3,6.1,5.4,10,6.4,Shorts,2.7,5.1,2.6,4.2,I sometimes get distracted while studying.,0.95,0.81,Neutral,Moderate,49.6,4.2,59.4
P0821,26,Male,Student,3.1,0.1,60,27,10,118.9,2,3.8,7,7.1,7.3,8.4,5.6,1.8,2.6,8,1.5,5.1,7.4,7.5,2.8,7.2,5.5,Lifestyle,9.2,2.9,3.5,1.5,I use social media casually.,0.78,0.01,Neutral,Low,28.2,4.4,36.5
P0822,32,Female,College Student,2.3,2,54,42,4.4,20.9,2.1,2.5,5.2,3.2,8.5,2.5,4.4,2.7,1.2,9.1,9.6,5.9,9,7.8,2.1,2.2,5.2,Memes,5.1,2.2,3.5,4.8,I rarely spend too much time online.,0.72,0.54,Calm,Low,20.2,2.5,23
P0823,18,Male,Student,8.9,0.6,15,143,8,117.8,9,9.6,5.3,6.8,8.7,9.3,1.9,3,8.7,1,5.2,4.4,0.4,4.5,8.2,2.8,9.8,Gaming,7.5,9.8,8.8,5.8,I feel anxious without checking my notifications.,0.93,0.72,Anxious,High,90.6,8.6,86.4
